"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
7.91065029236614e-17,0.797001355934709,0.366,0.206,1.5024698100291e-12,"Endothelial","DEPRECATED-ENSG00000022267"
8.01722736966267e-17,0.891992412047939,0.373,0.218,1.52271199432003e-12,"Endothelial","PAPOLA"
8.24083323702804e-17,0.489530557636901,0.631,0.447,1.56518145670873e-12,"Endothelial","RAMP1"
8.3325775743452e-17,0.457653399622793,0.725,0.508,1.58260645869538e-12,"Endothelial","PSMD3"
8.53520917453061e-17,0.534635266448026,0.481,0.289,1.6210922785186e-12,"Endothelial","TMEM123"
8.62819180223054e-17,0.450697384850781,0.577,0.385,1.63875246899765e-12,"Endothelial","COL16A1"
8.62871950305505e-17,0.32498478145948,0.646,0.417,1.63885269521525e-12,"Endothelial","PHLDA1"
8.63111937339469e-17,0.460982656394525,0.716,0.527,1.63930850258885e-12,"Endothelial","SKI"
9.17339565891499e-17,0.640852081622137,0.479,0.306,1.74230303749772e-12,"Endothelial","QSER1"
9.63913496104479e-17,0.690861673447008,0.408,0.246,1.83076090315124e-12,"Endothelial","RUVBL2"
9.6402100480232e-17,0.526710380290798,0.662,0.465,1.83096509442105e-12,"Endothelial","PRRC2C"
9.92823799706425e-17,0.82452645019917,0.279,0.138,1.88567024278241e-12,"Endothelial","PHKA2"
1.00550770712395e-16,0.375865401437945,0.345,0.174,1.90976078814053e-12,"Endothelial","CFI"
1.03195482569618e-16,0.480433428039404,0.65,0.438,1.95999180044476e-12,"Endothelial","ARL6IP1"
1.04017822795197e-16,0.501714950537247,0.563,0.369,1.97561050834918e-12,"Endothelial","AP3B1"
1.05196520167981e-16,0.687071239718606,0.472,0.297,1.99799750755047e-12,"Endothelial","SMIM19"
1.05295813207267e-16,0.548537239225549,0.394,0.225,1.99988338024562e-12,"Endothelial","CNOT10"
1.06368186707907e-16,0.3215730019327,0.622,0.376,2.02025097014327e-12,"Endothelial","CTSS"
1.07587484422479e-16,0.282377368689319,0.354,0.183,2.04340909163614e-12,"Endothelial","C8orf34"
1.07682882969925e-16,0.462222915315366,0.554,0.367,2.04522099624779e-12,"Endothelial","GNL3"
1.0823284646411e-16,0.413171180102021,0.744,0.52,2.05566645289285e-12,"Endothelial","SUGP2"
1.09372080390814e-16,0.685649283163874,0.329,0.172,2.07730392286274e-12,"Endothelial","SHKBP1"
1.09679700165949e-16,0.573580310623105,0.535,0.353,2.08314654525186e-12,"Endothelial","BRD1"
1.10194365882679e-16,0.420628598693003,0.692,0.488,2.09292159120972e-12,"Endothelial","ZNF655"
1.10841063439711e-16,0.449023997765482,0.298,0.144,2.10520431791043e-12,"Endothelial","OAS3"
1.11632784774648e-16,0.248195703957738,0.592,0.338,2.12024148122489e-12,"Endothelial","F13A1"
1.11829215830215e-16,0.647914142555674,0.404,0.237,2.12397229626327e-12,"Endothelial","TWF1"
1.12769903328221e-16,0.623653376930196,0.627,0.444,2.14183877391291e-12,"Endothelial","CDK13"
1.15025001794819e-16,0.50609025821074,0.317,0.161,2.184669859089e-12,"Endothelial","PI4K2B"
1.191038542118e-16,0.582941403092611,0.448,0.274,2.26213950304472e-12,"Endothelial","ADSL"
1.19215075698584e-16,0.511099187009893,0.681,0.485,2.2642519327432e-12,"Endothelial","SRRM1"
1.21215491859751e-16,0.574235956385148,0.169,0.063,2.30224583689225e-12,"Endothelial","DEPRECATED-ENSG00000107438"
1.21278954790265e-16,0.543816521245229,0.378,0.21,2.3034511883315e-12,"Endothelial","FBL"
1.24041247383585e-16,0.402671686143814,0.57,0.362,2.35591541155643e-12,"Endothelial","BST2"
1.24524716283206e-16,0.742413136925496,0.378,0.216,2.36509793636693e-12,"Endothelial","DPH7"
1.26995845210718e-16,0.53738053401177,0.366,0.194,2.41203208808717e-12,"Endothelial","SLFN11"
1.28304066337651e-16,0.486011127825776,0.46,0.28,2.43687913195101e-12,"Endothelial","DYNC2H1"
1.29119970095903e-16,0.778209166529046,0.277,0.135,2.45237559203148e-12,"Endothelial","CENPN"
1.32244745162544e-16,0.79660830471697,0.256,0.121,2.51172444487221e-12,"Endothelial","CAPZA1"
1.32733428249138e-16,0.513767551234881,0.491,0.311,2.52100600273587e-12,"Endothelial","PDGFB"
1.35626091576151e-16,0.712887331864737,0.178,0.07,2.57594635730583e-12,"Endothelial","HIST1H2BN"
1.38821107937905e-16,1.50920835883934,0.136,0.047,2.63662930306463e-12,"Endothelial","DEPRECATED-ENSG00000196757"
1.40612351305795e-16,0.371853788956417,0.695,0.478,2.67065038835096e-12,"Endothelial","DEPRECATED-ENSG00000026297"
1.40865785980384e-16,0.566824068896585,0.488,0.303,2.67546387312543e-12,"Endothelial","HDAC6"
1.41432238349067e-16,0.562090189659,0.465,0.285,2.68622250296384e-12,"Endothelial","MBD6"
1.42176026640934e-16,0.654458442256482,0.505,0.324,2.70034927399125e-12,"Endothelial","PSMA4"
1.43764393931014e-16,0.357807633708123,0.714,0.504,2.73051713393175e-12,"Endothelial","FKBP5"
1.43860833294724e-16,0.493342314845034,0.662,0.463,2.73234880676669e-12,"Endothelial","CHPT1"
1.44599762298268e-16,0.344649856002495,0.829,0.601,2.746383285331e-12,"Endothelial","SGK1"
1.45889105961266e-16,0.51585868439758,0.582,0.374,2.77087178952233e-12,"Endothelial","PSIP1"
1.48436338779182e-16,0.441557241252841,0.575,0.382,2.81925138243301e-12,"Endothelial","SEM1"
1.48810418668247e-16,0.500297838890758,0.491,0.309,2.82635628176601e-12,"Endothelial","PLSCR4"
1.50167145682499e-16,0.403989509977799,0.756,0.548,2.8521245979477e-12,"Endothelial","CCDC47"
1.50678090608553e-16,0.637103635708355,0.383,0.219,2.86182897492826e-12,"Endothelial","KIAA0556"
1.51436049133616e-16,0.750944902695496,0.366,0.209,2.87622488119477e-12,"Endothelial","NFATC2IP"
1.51658657544532e-16,0.616480140766602,0.599,0.408,2.88045288274329e-12,"Endothelial","PUM1"
1.57804126075828e-16,0.991186626270956,0.085,0.021,2.9971737665582e-12,"Endothelial","SLFN13"
1.58048796801493e-16,0.471748114917512,0.643,0.459,3.00182079765076e-12,"Endothelial","LARS"
1.69286570273457e-16,0.505419560307626,0.566,0.369,3.21525982920378e-12,"Endothelial","CCNL1"
1.70631651888482e-16,0.553393305866505,0.523,0.346,3.24080696431793e-12,"Endothelial","ACTR2"
1.71623246500095e-16,0.530156015316255,0.448,0.268,3.2596403207763e-12,"Endothelial","DPY19L4"
1.71713641440953e-16,0.348027350884829,0.326,0.161,3.26135719188803e-12,"Endothelial","FPR3"
1.77299165178487e-16,0.5416746163077,0.458,0.283,3.36744304423501e-12,"Endothelial","RBM15"
1.7735577687214e-16,0.439709420078235,0.418,0.243,3.36851827013256e-12,"Endothelial","SEPHS1"
1.77468602810939e-16,0.407769683835113,0.423,0.24,3.37066117318816e-12,"Endothelial","LCP2"
1.82707450070708e-16,0.532613437767169,0.434,0.259,3.47016259919296e-12,"Endothelial","ZNF641"
1.84121319206374e-16,0.597588164470499,0.599,0.416,3.49701621568667e-12,"Endothelial","PPIG"
1.85111315252756e-16,0.567374275138675,0.162,0.059,3.5158192105956e-12,"Endothelial","PIMREG"
2.00055977789755e-16,0.405322047387511,0.397,0.221,3.79966318616083e-12,"Endothelial","RECQL"
2.00358385611521e-16,0.403945960267011,0.568,0.367,3.80540681791962e-12,"Endothelial","TBC1D2B"
2.02994881736766e-16,0.436968746818369,0.561,0.368,3.85548178882639e-12,"Endothelial","DDAH2"
2.06693736316476e-16,0.544173452089054,0.406,0.237,3.92573413385884e-12,"Endothelial","RAB23"
2.08775615196286e-16,0.357367924623904,0.826,0.623,3.96527525942305e-12,"Endothelial","LUC7L3"
2.11298443360137e-16,0.401606478318623,0.73,0.529,4.01319133473909e-12,"Endothelial","VEGFB"
2.15437965587918e-16,0.396661699405891,0.322,0.163,4.09181328041133e-12,"Endothelial","SLC27A3"
2.18822057103841e-16,0.441732291084468,0.312,0.157,4.15608733057326e-12,"Endothelial","WDR49"
2.20537178564684e-16,0.456648590673234,0.556,0.372,4.18866263247905e-12,"Endothelial","BUD23"
2.23295578361867e-16,0.512878119513481,0.603,0.413,4.24105291982695e-12,"Endothelial","RPAIN"
2.25442651498925e-16,0.359111177170492,0.667,0.456,4.28183227991908e-12,"Endothelial","IFITM3"
2.28376759307939e-16,0.532078156140059,0.493,0.31,4.33755978953568e-12,"Endothelial","SRSF1"
2.32708104862286e-16,0.743712071497167,0.12,0.038,4.4198250356494e-12,"Endothelial","FOXN4"
2.33921420478366e-16,0.463661426116038,0.469,0.274,4.44286953914561e-12,"Endothelial","ADORA3"
2.3639752806499e-16,0.655494322194413,0.484,0.315,4.48989825053835e-12,"Endothelial","ASXL2"
2.36604579268641e-16,0.408209835543229,0.329,0.167,4.4938307740493e-12,"Endothelial","APOBEC3C"
2.37391287417466e-16,0.52834118371123,0.542,0.364,4.50877272191993e-12,"Endothelial","TAF15"
2.43670238641417e-16,0.426679604522591,0.634,0.431,4.62802884251642e-12,"Endothelial","FNBP4"
2.47813304335918e-16,0.635367734277519,0.484,0.315,4.70671808925209e-12,"Endothelial","HNRNPM"
2.49959146466637e-16,0.338535041105039,0.498,0.292,4.74747406884084e-12,"Endothelial","PYGL"
2.53674505606348e-16,0.456193069526369,0.697,0.516,4.81803988498137e-12,"Endothelial","DBNL"
2.56488674824675e-16,0.298056359978563,0.446,0.253,4.87148940094506e-12,"Endothelial","NIBAN2"
2.69667464325925e-16,0.411225677284383,0.507,0.32,5.12179414994229e-12,"Endothelial","SRFBP1"
2.72811507365977e-16,0.436225690982535,0.716,0.51,5.18150895940201e-12,"Endothelial","SENP6"
2.85997858483995e-16,0.434867755947731,0.378,0.21,5.43195732618651e-12,"Endothelial","UNG"
2.96685848758241e-16,0.461221079479999,0.491,0.306,5.63495432546526e-12,"Endothelial","KLHDC4"
3.02112869805881e-16,0.545401167094667,0.371,0.207,5.73802973622309e-12,"Endothelial","FAM114A2"
3.03853576821997e-16,0.52003330244813,0.549,0.363,5.77109098458019e-12,"Endothelial","TYK2"
3.15257597324575e-16,0.441224969789306,0.303,0.149,5.98768754598566e-12,"Endothelial","GPR65"
3.21289289656672e-16,0.508937214692862,0.446,0.269,6.10224747844918e-12,"Endothelial","PCIF1"
3.22981328203145e-16,0.486747867809253,0.521,0.338,6.13438436656233e-12,"Endothelial","DDX23"
3.23835229482351e-16,0.445855573500516,0.643,0.455,6.1506025135583e-12,"Endothelial","PSME1"
3.24123891403609e-16,0.668568533724905,0.387,0.226,6.15608506942874e-12,"Endothelial","ZNF426"
3.25068230012166e-16,0.448682187602653,0.65,0.451,6.17402089262108e-12,"Endothelial","WASHC4"
3.26736853990381e-16,0.771015134516202,0.354,0.2,6.20571306783931e-12,"Endothelial","FAM76B"
3.28166121159726e-16,0.803396134891443,0.345,0.194,6.23285913918668e-12,"Endothelial","WBP11"
3.28654579085372e-16,0.500873199686728,0.458,0.279,6.24213642056847e-12,"Endothelial","ZNF559"
3.33184081623542e-16,0.943204058954225,0.171,0.068,6.32816526227594e-12,"Endothelial","IRAK1BP1"
3.55659255550054e-16,0.492020927800786,0.296,0.146,6.75503624066217e-12,"Endothelial","MARCH3"
3.57322968316928e-16,0.411892071332307,0.43,0.238,6.78663513724341e-12,"Endothelial","MNDA"
3.5847861627531e-16,0.41383477432096,0.296,0.146,6.80858435891697e-12,"Endothelial","POGLUT3"
3.62443709816789e-16,0.713301211351977,0.333,0.181,6.88389338055028e-12,"Endothelial","MIIP"
3.65327217040479e-16,0.611875464297852,0.465,0.291,6.93865983324982e-12,"Endothelial","RALGAPB"
3.71376438695388e-16,0.55204085220664,0.3,0.152,7.0535527001415e-12,"Endothelial","NUP37"
3.71665561486602e-16,0.407144392540608,0.408,0.227,7.05904400931504e-12,"Endothelial","PIK3AP1"
3.84509301025447e-16,0.804428453503981,0.244,0.114,7.30298515437632e-12,"Endothelial","P3H1"
3.96701406740165e-16,0.507553231191184,0.577,0.394,7.53454981821595e-12,"Endothelial","BRD8"
4.04640158290441e-16,0.531863684692776,0.406,0.231,7.68533052641035e-12,"Endothelial","SLC4A2"
4.07158350712472e-16,0.41354430142026,0.702,0.511,7.73315855508197e-12,"Endothelial","SUMF2"
4.08802190078494e-16,0.62523793819438,0.479,0.305,7.76437999616083e-12,"Endothelial","ATP1B3"
4.15682832545485e-16,0.412609933741371,0.674,0.471,7.8950640385364e-12,"Endothelial","SEC31A"
4.23260705527036e-16,0.607631505730297,0.427,0.259,8.038990580075e-12,"Endothelial","CFAP97"
4.24310053031206e-16,0.555682911507147,0.415,0.247,8.05892083722169e-12,"Endothelial","INTU"
4.26943613008627e-16,0.363525763348464,0.176,0.067,8.10894004187285e-12,"Endothelial","CDCA2"
4.36927551003232e-16,0.687238961068261,0.171,0.067,8.29856497620439e-12,"Endothelial","EPHA2"
4.39272150221228e-16,0.635708683501041,0.338,0.181,8.34309594915179e-12,"Endothelial","RAD51B"
4.4203196430416e-16,0.502661944663605,0.516,0.331,8.39551309802891e-12,"Endothelial","ARFIP1"
4.42657585838373e-16,0.466298463886461,0.376,0.206,8.40739552782823e-12,"Endothelial","TNFRSF10B"
4.44490014879081e-16,0.4406774942119,0.552,0.364,8.44219885259838e-12,"Endothelial","CUL4A"
4.5851195389349e-16,0.632465497630819,0.148,0.053,8.70851754029906e-12,"Endothelial","HGFAC"
4.65866797332422e-16,0.684471673424779,0.207,0.088,8.8482080817347e-12,"Endothelial","XRCC3"
4.68525694643974e-16,0.55438584365468,0.634,0.43,8.898708518373e-12,"Endothelial","PTEN"
4.76211569479268e-16,0.395739440557032,0.688,0.484,9.04468633911973e-12,"Endothelial","KPNA4"
4.79501441708141e-16,0.877390272306562,0.251,0.12,9.10717088236273e-12,"Endothelial","TULP3"
4.79976051309964e-16,0.459334823716639,0.369,0.201,9.11618514253015e-12,"Endothelial","DDX60L"
4.97240503860644e-16,0.414655781969916,0.427,0.252,9.44408888982521e-12,"Endothelial","ZNF131"
5.0773482192901e-16,0.628930673551864,0.364,0.207,9.64340747289768e-12,"Endothelial","OFD1"
5.11110308309055e-16,0.626277340354509,0.479,0.311,9.70751808571388e-12,"Endothelial","ARFGEF1"
5.18798846889048e-16,0.46473427825839,0.695,0.491,9.8535464989637e-12,"Endothelial","PHF3"
5.19884901419551e-16,0.242289420337963,0.533,0.316,9.87417393266153e-12,"Endothelial","RIN3"
5.36178106529046e-16,0.32083932024499,0.596,0.388,1.01836307773062e-11,"Endothelial","PLAAT4"
5.37573843264166e-16,0.417523146190028,0.728,0.521,1.02101400051163e-11,"Endothelial","UBE2E3"
5.385410990744e-16,0.658961553521061,0.397,0.232,1.02285110947201e-11,"Endothelial","ARNTL2"
5.44372683816295e-16,0.381264935915909,0.545,0.333,1.03392703837229e-11,"Endothelial","HAVCR2"
5.53933135447841e-16,0.545637243757249,0.406,0.233,1.05208520415608e-11,"Endothelial","TMIGD3"
5.63967664509561e-16,0.469872798908001,0.608,0.411,1.07114378520301e-11,"Endothelial","SPRY2"
5.78746286091852e-16,0.917535828276234,0.15,0.055,1.09921282117425e-11,"Endothelial","DEPRECATED-ENSG00000211675"
5.90798764925893e-16,0.379471315237753,0.495,0.295,1.12210409422375e-11,"Endothelial","PLXNA4"
5.96495555652566e-16,0.417348278944151,0.5,0.297,1.13292400885092e-11,"Endothelial","CAPS"
6.11071973443024e-16,0.466774293869377,0.491,0.31,1.16060899916034e-11,"Endothelial","LSM1"
6.1467021099918e-16,0.250727620839478,0.815,0.649,1.16744313175074e-11,"Endothelial","FAM118A"
6.18623441371604e-16,0.389355585498543,0.704,0.502,1.17495150219709e-11,"Endothelial","TTYH3"
6.40286242746091e-16,0.448878018150788,0.697,0.531,1.21609566084765e-11,"Endothelial","HNRNPA3"
6.51617792868899e-16,0.638279376371228,0.538,0.369,1.2376176739959e-11,"Endothelial","TMED2"
6.5790453453021e-16,0.483039775491233,0.516,0.333,1.24955808243323e-11,"Endothelial","DGLUCY"
6.58596856151389e-16,0.359891492043273,0.568,0.367,1.25087300888833e-11,"Endothelial","TBC1D16"
6.81057435980419e-16,0.319144809295998,0.392,0.215,1.29353238815761e-11,"Endothelial","FILIP1L"
6.84432098129966e-16,0.449975652566675,0.458,0.282,1.29994188397824e-11,"Endothelial","WDR19"
7.16116905323349e-16,0.354587320889898,0.329,0.167,1.36012083828064e-11,"Endothelial","CARD9"
7.23679559720308e-16,0.697442454570664,0.305,0.162,1.37448458777678e-11,"Endothelial","LRWD1"
7.41666813210065e-16,0.477074704261547,0.502,0.322,1.40864777832988e-11,"Endothelial","XBP1"
7.57633854680766e-16,0.57870447045002,0.512,0.337,1.43897398019518e-11,"Endothelial","LARP7"
7.60673085880744e-16,0.414798876992967,0.617,0.415,1.4447463920133e-11,"Endothelial","ATP6V0E1"
7.65410462969883e-16,0.551050849293899,0.568,0.391,1.4537440923187e-11,"Endothelial","BCKDK"
7.98999355988978e-16,0.507771096013639,0.516,0.333,1.51753947682987e-11,"Endothelial","CCDC130"
8.09053320546873e-16,0.361907410282039,0.847,0.634,1.53663497171468e-11,"Endothelial","MTSS2"
8.09472228416255e-16,0.466654363857441,0.577,0.401,1.53743060343099e-11,"Endothelial","UBE2J1"
8.1268266331843e-16,0.918180314198685,0.143,0.051,1.54352818244069e-11,"Endothelial","IGLC1"
8.24047033076348e-16,0.385506137107261,0.601,0.402,1.56511252992191e-11,"Endothelial","PBXIP1"
8.47900132467357e-16,0.600732847306851,0.3,0.155,1.61041672159525e-11,"Endothelial","TMEM67"
8.89531749371933e-16,0.237069195987611,0.397,0.21,1.68948765158211e-11,"Endothelial","OLFML2B"
9.09165371328083e-16,0.500679635701214,0.434,0.261,1.72677778976343e-11,"Endothelial","MFSD14B"
9.13381078461992e-16,0.851841383209807,0.214,0.096,1.73478468232286e-11,"Endothelial","DEPRECATED-ENSG00000120802"
9.45035572891735e-16,0.618902054408374,0.378,0.215,1.79490606359327e-11,"Endothelial","PHACTR4"
9.78650417379743e-16,0.526982128383296,0.34,0.187,1.85875073772935e-11,"Endothelial","ZC3HC1"
9.87821536659397e-16,0.75360477618061,0.343,0.193,1.87616944457719e-11,"Endothelial","XIAP"
9.89123552153777e-16,0.439314382929923,0.643,0.463,1.87864236260567e-11,"Endothelial","STK38L"
9.89516587063904e-16,0.435300884732032,0.521,0.32,1.87938885381047e-11,"Endothelial","TNS3"
1.00009733882834e-15,0.500102589857213,0.357,0.198,1.89948487563666e-11,"Endothelial","B3GLCT"
1.0054142133659e-15,0.521821032839782,0.432,0.261,1.90958321544585e-11,"Endothelial","ATAD2B"
1.01005518369279e-15,0.572310873939061,0.42,0.251,1.91839781038771e-11,"Endothelial","SIN3A"
1.01246837970999e-15,0.54974826374984,0.491,0.314,1.92298119358319e-11,"Endothelial","ASF1A"
1.02174867548813e-15,0.370135747782416,0.533,0.344,1.9406072593546e-11,"Endothelial","PGLS"
1.0424249248102e-15,0.250114653855878,0.204,0.085,1.97987765969201e-11,"Endothelial","NSUN7"
1.05417741266237e-15,0.425188744083569,0.488,0.309,2.00219915986964e-11,"Endothelial","ARHGEF40"
1.05877241128175e-15,0.673588907229617,0.343,0.192,2.01092644074742e-11,"Endothelial","TOP3A"
1.07614438978413e-15,0.645778456974251,0.204,0.088,2.043921039517e-11,"Endothelial","RASAL3"
1.08813424916757e-15,0.487385280185033,0.65,0.459,2.06669337944397e-11,"Endothelial","RBM5"
1.08965066770898e-15,0.452814038075114,0.638,0.45,2.06957351317966e-11,"Endothelial","UBE2E1"
1.11664522992667e-15,0.328418494753193,0.432,0.254,2.12084428519973e-11,"Endothelial","GABPA"
1.13410397946073e-15,0.306112693119913,0.702,0.493,2.15400368818977e-11,"Endothelial","IKBKB"
1.13897253075055e-15,0.2490704485872,0.423,0.236,2.16325052765452e-11,"Endothelial","C1RL"
1.14123434570541e-15,0.517700465775019,0.646,0.459,2.16754639279828e-11,"Endothelial","MARK3"
1.1415294326679e-15,0.447583641909346,0.42,0.247,2.16810685146615e-11,"Endothelial","ING3"
1.14788111370426e-15,0.492920618051968,0.279,0.137,2.18017059925851e-11,"Endothelial","MCM8"
1.14896264624966e-15,0.375629711385721,0.69,0.499,2.18222475402197e-11,"Endothelial","MAX"
1.15475150369824e-15,0.435680102885292,0.516,0.323,2.19321953097407e-11,"Endothelial","GIMAP4"
1.17920439430864e-15,0.532578239592629,0.5,0.319,2.2396629061104e-11,"Endothelial","TM6SF1"
1.23197526417435e-15,0.42470080964397,0.61,0.416,2.33989061924633e-11,"Endothelial","COPB1"
1.25375433362369e-15,0.496654107995668,0.493,0.312,2.38125560585147e-11,"Endothelial","PRKG1"
1.25415987658209e-15,0.423759672246799,0.681,0.492,2.38202585359235e-11,"Endothelial","WDR83OS"
1.25526859296302e-15,0.557523927576486,0.383,0.223,2.38413163861467e-11,"Endothelial","ZNF561"
1.25869825358059e-15,0.597271174389534,0.214,0.093,2.39064559302561e-11,"Endothelial","MBNL3"
1.27148497999937e-15,0.583540536963723,0.538,0.365,2.41493142251281e-11,"Endothelial","DCAF16"
1.28945731882544e-15,0.478355143291445,0.488,0.307,2.44906628564515e-11,"Endothelial","GLI3"
1.30286869986061e-15,0.566823469165281,0.423,0.255,2.47453852164526e-11,"Endothelial","DEPRECATED-ENSG00000049860"
1.31025367207731e-15,0.387274506890864,0.3,0.15,2.48856479937643e-11,"Endothelial","B3GNT5"
1.32720646487398e-15,0.252402733099701,0.185,0.073,2.52076323873515e-11,"Endothelial","TROAP"
1.34037917511416e-15,0.577379534348213,0.507,0.335,2.54578216729433e-11,"Endothelial","CNOT9"
1.34775893687731e-15,0.614388079046892,0.383,0.224,2.55979854881107e-11,"Endothelial","ETV1"
1.37992788860743e-15,0.427135594344648,0.599,0.401,2.62089703883208e-11,"Endothelial","RIN2"
1.38071022341197e-15,0.939387887842308,0.279,0.146,2.62238292732636e-11,"Endothelial","STK19"
1.42196647738019e-15,0.389473929652597,0.523,0.328,2.7007409304882e-11,"Endothelial","DHRS3"
1.43013942446025e-15,0.403480323440366,0.732,0.556,2.71626380887736e-11,"Endothelial","SCP2"
1.43244897044642e-15,0.50075652510791,0.596,0.412,2.72065032956888e-11,"Endothelial","C5orf24"
1.47361250639496e-15,0.447361213623281,0.549,0.367,2.79883223339594e-11,"Endothelial","AKAP13"
1.48941173324345e-15,0.421034272625151,0.43,0.253,2.82883970494929e-11,"Endothelial","EFEMP2"
1.51649004608397e-15,0.51875396047235,0.38,0.216,2.88026954452729e-11,"Endothelial","ARMC9"
1.5629323605908e-15,0.492811415888436,0.676,0.491,2.9684774324701e-11,"Endothelial","EP300"
1.56845734809002e-15,0.536894475401014,0.423,0.253,2.97897104122737e-11,"Endothelial","HDAC7"
1.5698986346272e-15,0.359361085921761,0.655,0.459,2.98170847674745e-11,"Endothelial","FLII"
1.57959660016809e-15,0.579473022165711,0.246,0.115,3.00012782269925e-11,"Endothelial","ZNF300"
1.58132582986634e-15,0.437998383090422,0.197,0.082,3.00341214866513e-11,"Endothelial","HAS2"
1.59469374412814e-15,0.51095723182491,0.225,0.1,3.02880182822258e-11,"Endothelial","DBF4"
1.60261775322889e-15,0.504505525471107,0.383,0.223,3.04385189870763e-11,"Endothelial","LY6G5B"
1.60709085618207e-15,0.890164068096667,0.148,0.055,3.0523476631466e-11,"Endothelial","CENPI"
1.6225371131169e-15,0.617456852019633,0.516,0.341,3.08168473894292e-11,"Endothelial","NCSTN"
1.63262054845314e-15,0.3516950221282,0.81,0.639,3.10083620767706e-11,"Endothelial","GSTP1"
1.6460404025675e-15,0.370632851211817,0.514,0.325,3.12632453659645e-11,"Endothelial","MFGE8"
1.64904453571132e-15,0.48486550076723,0.359,0.197,3.13203028667651e-11,"Endothelial","ANGPTL2"
1.66378146596705e-15,0.35845083958142,0.399,0.224,3.16002013831122e-11,"Endothelial","COL5A2"
1.67183783565578e-15,0.776906210179306,0.371,0.218,3.17532160126102e-11,"Endothelial","MCCC2"
1.67280947015931e-15,0.649022712707002,0.444,0.28,3.17716702667357e-11,"Endothelial","PPP1CC"
1.703635568023e-15,0.592042741550433,0.308,0.162,3.23571503434608e-11,"Endothelial","NUP210"
1.74265564961648e-15,0.212686302679417,0.209,0.087,3.30982587531659e-11,"Endothelial","ESM1"
1.7497886828107e-15,0.455088299798842,0.479,0.295,3.32337364526237e-11,"Endothelial","PLOD2"
1.76263608305146e-15,0.396168989496286,0.732,0.538,3.34777471253964e-11,"Endothelial","CFLAR"
1.98853100655506e-15,0.549286677047853,0.397,0.234,3.77681694075003e-11,"Endothelial","TET2"
2.02960978250806e-15,0.796301721253398,0.202,0.088,3.85483785991756e-11,"Endothelial","CHAF1B"
2.06207945893335e-15,0.529467093746034,0.221,0.099,3.91650751635211e-11,"Endothelial","CENPO"
2.06539483976274e-15,0.504499285467179,0.371,0.209,3.92280441916138e-11,"Endothelial","ZCCHC9"
2.12223244976162e-15,0.440327176249662,0.707,0.502,4.03075609183224e-11,"Endothelial","DDX6"
2.16529507255998e-15,0.557328490461581,0.237,0.11,4.11254493131317e-11,"Endothelial","GPC2"
2.20173991656135e-15,0.485686291313092,0.523,0.348,4.18176462352497e-11,"Endothelial","SUZ12"
2.30388898509093e-15,0.371910157330588,0.249,0.115,4.37577634938321e-11,"Endothelial","PKN3"
2.43436766598584e-15,0.554312828278363,0.531,0.353,4.6235945080069e-11,"Endothelial","LEMD2"
2.43475535014773e-15,0.529697729356909,0.423,0.259,4.62433083653557e-11,"Endothelial","TGFBRAP1"
2.44296088623252e-15,0.518618913259096,0.495,0.317,4.63991561122143e-11,"Endothelial","ATF7"
2.45495492322893e-15,0.520202035954743,0.465,0.295,4.66269588568871e-11,"Endothelial","PAXX"
2.46599204531142e-15,0.449229796371022,0.573,0.394,4.68365869165998e-11,"Endothelial","USP4"
2.55437700386386e-15,0.547966743378539,0.415,0.244,4.85152824343863e-11,"Endothelial","TMEM119"
2.56901071578858e-15,0.602862693097256,0.373,0.214,4.87932205249725e-11,"Endothelial","SH2B3"
2.58308564758683e-15,0.509111370876726,0.174,0.069,4.90605457046167e-11,"Endothelial","CDCA3"
2.62988896650872e-15,0.662408889051337,0.392,0.236,4.99494811409002e-11,"Endothelial","DVL2"
2.63503668723486e-15,0.415602619231508,0.646,0.454,5.00472518006517e-11,"Endothelial","PBX1"
2.63640874459295e-15,0.436930275737557,0.549,0.373,5.0073311286054e-11,"Endothelial","SNRPB"
2.75573412319391e-15,0.865659067910237,0.261,0.132,5.2339658201822e-11,"Endothelial","DEPRECATED-ENSG00000166532"
2.86178801754718e-15,0.763382395958151,0.15,0.056,5.43539398172736e-11,"Endothelial","CDCA8"
2.92592499218755e-15,0.602156361080671,0.549,0.376,5.55720933766181e-11,"Endothelial","DPM1"
2.94847180098209e-15,0.285184632094056,0.521,0.312,5.60003249160528e-11,"Endothelial","CYTH4"
2.96527718638751e-15,0.652432945057323,0.225,0.103,5.6319509601058e-11,"Endothelial","WDHD1"
2.98617616824752e-15,0.34670825991792,0.505,0.316,5.67164439635251e-11,"Endothelial","NBPF26"
3.00731005953096e-15,0.618855517125189,0.512,0.333,5.71178399606714e-11,"Endothelial","FKBP1A"
3.14454876180826e-15,0.395366609047212,0.526,0.351,5.97244146330243e-11,"Endothelial","EIF3G"
3.16842883287431e-15,0.518646283528743,0.465,0.293,6.01779688227818e-11,"Endothelial","AGL"
3.17026979168855e-15,0.464206737320163,0.538,0.364,6.02129341535407e-11,"Endothelial","PRPF31"
3.18074936369383e-15,0.471815365623351,0.232,0.106,6.0411972664637e-11,"Endothelial","VANGL1"
3.19345752209225e-15,0.367565001365892,0.514,0.322,6.0653338717098e-11,"Endothelial","CIAO2A"
3.23761673913896e-15,0.560003163615756,0.3,0.154,6.14920547264663e-11,"Endothelial","RBPMS"
